"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8679","Vérification des modules de l'application par l'utilisateur ADMINISTRATEUR NID","default","2026-03-29","passed","2026-03-29","","caregiver-app-tests/verification_des_modules_applicatifs_par_superadmin.ts","",""
"","18558","Création d'un admin, d'un médecin et de son planning","default","2026-03-29","passed","2026-03-29","","caregiver-app-tests/creation_admin_structure_medecin_planing.ts","",""
